File1,File2,RMSD
FMM2_1.mol,FMM2_2.mol,12.571216748565591
FMM2_1.mol,FMM2_3.mol,5.283537803093239
FMM2_1.mol,FMM2_4.mol,1.9018225022138653
FMM2_1.mol,FMM2_5.mol,6.440714571029712
FMM2_1.mol,FMM2_6.mol,11.93097812750703
FMM2_1.mol,FMM2_7.mol,4.14518641313452
FMM2_1.mol,FMM2_8.mol,12.574919559760712
FMM2_1.mol,FMM2_9.mol,4.174575333942259
FMM2_1.mol,FMM2_10.mol,13.522886796847963
FMM2_1.mol,FMM2_11.mol,4.715681933068494
FMM2_1.mol,FMM2_12.mol,12.93802862047795
FMM2_1.mol,FMM2_13.mol,4.3870810119820485
FMM2_1.mol,FMM2_14.mol,5.183892945003347
FMM2_1.mol,FMM2_15.mol,12.702034765395421
FMM2_1.mol,FMM2_16.mol,4.418442875660435
FMM2_1.mol,FMM2_17.mol,7.323373473632666
FMM2_1.mol,FMM2_18.mol,9.868600561820259
FMM2_1.mol,FMM2_19.mol,9.8663937304744
FMM2_1.mol,FMM2_20.mol,10.257161674565491
FMM2_1.mol,FMM2_21.mol,10.685952209636834
FMM2_1.mol,FMM2_22.mol,8.952439410887985
FMM2_1.mol,FMM2_23.mol,3.3687242826991226
FMM2_1.mol,FMM2_24.mol,0.09976951284551136
FMM2_1.mol,FMM2_25.mol,11.790554089968252
FMM2_1.mol,FMM2_26.mol,14.315018679352779
FMM2_1.mol,FMM2_27.mol,6.397656972725009
FMM2_1.mol,FMM2_28.mol,5.517391644866867
FMM2_1.mol,FMM2_29.mol,9.451974787934626
FMM2_1.mol,FMM2_30.mol,13.832901431443938
FMM2_1.mol,FMM2_31.mol,14.54206704920259
FMM2_1.mol,FMM2_32.mol,5.154012597711832
FMM2_1.mol,FMM2_33.mol,4.806919586167757
FMM2_1.mol,FMM2_34.mol,13.65082739133794
FMM2_1.mol,FMM2_35.mol,5.90673810065319
FMM2_1.mol,FMM2_36.mol,14.135166011521926
FMM2_1.mol,FMM2_37.mol,9.38589833663355
FMM2_1.mol,FMM2_38.mol,14.311858924959967
FMM2_1.mol,FMM2_39.mol,12.86058551707957
FMM2_1.mol,FMM2_40.mol,10.003729154600956
FMM2_1.mol,FMM2_41.mol,9.720919458156764
FMM2_1.mol,FMM2_42.mol,9.000418500809172
FMM2_1.mol,FMM2_43.mol,4.720984308715576
FMM2_1.mol,FMM2_44.mol,10.896678652382324
FMM2_1.mol,FMM2_45.mol,12.47044383253611
FMM2_1.mol,FMM2_46.mol,5.029361048626878
FMM2_1.mol,FMM2_47.mol,2.8538320491991986
FMM2_1.mol,FMM2_48.mol,14.242469226010938
FMM2_1.mol,FMM2_49.mol,4.251334107927332
FMM2_1.mol,FMM2_50.mol,2.8681542991991558
FMM2_1.mol,FMM2_51.mol,9.8541585293967
FMM2_1.mol,FMM2_52.mol,4.478889119569881
FMM2_1.mol,FMM2_53.mol,1.4131100765054245
FMM2_1.mol,FMM2_54.mol,14.466339771872342
FMM2_1.mol,FMM2_55.mol,14.361022531023664
FMM2_1.mol,FMM2_56.mol,11.697223733202616
FMM2_1.mol,FMM2_57.mol,9.573440351065098
FMM2_1.mol,FMM2_58.mol,7.8033766957728865
FMM2_1.mol,FMM2_59.mol,2.053267036739397
FMM2_1.mol,FMM2_60.mol,12.758050480554607
FMM2_1.mol,FMM2_61.mol,6.621336743492958
FMM2_1.mol,FMM2_62.mol,13.753950486147662
FMM2_1.mol,FMM2_63.mol,6.6636586735071655
FMM2_1.mol,FMM2_64.mol,12.626053586709215
FMM2_1.mol,FMM2_65.mol,11.15824946157068
FMM2_1.mol,FMM2_66.mol,1.2938927770646784
FMM2_1.mol,FMM2_67.mol,7.680156014282692
FMM2_1.mol,FMM2_68.mol,5.08995395513569
FMM2_1.mol,FMM2_69.mol,4.509006562207378
FMM2_1.mol,FMM2_70.mol,11.944812587039156
FMM2_1.mol,FMM2_71.mol,10.359787891143768
FMM2_1.mol,FMM2_72.mol,13.953153892874834
FMM2_1.mol,FMM2_73.mol,6.406455925046395
FMM2_1.mol,FMM2_74.mol,6.297891266176635
FMM2_1.mol,FMM2_75.mol,5.515165066578319
FMM2_1.mol,FMM2_76.mol,13.458959394154647
FMM2_1.mol,FMM2_77.mol,14.453376366160876
FMM2_1.mol,FMM2_78.mol,14.300114439208258
FMM2_1.mol,FMM2_79.mol,2.747046259312522
FMM2_1.mol,FMM2_80.mol,11.71624295293149
FMM2_1.mol,FMM2_81.mol,6.500751276442991
FMM2_1.mol,FMM2_82.mol,9.91486483673161
FMM2_1.mol,FMM2_83.mol,12.061227841077356
FMM2_1.mol,FMM2_84.mol,1.799935368872113
FMM2_1.mol,FMM2_85.mol,12.908067772074453
FMM2_1.mol,FMM2_86.mol,9.65518774751589
FMM2_1.mol,FMM2_87.mol,14.391889477042827
FMM2_1.mol,FMM2_88.mol,5.133705112529231
FMM2_1.mol,FMM2_89.mol,9.62969117337615
FMM2_1.mol,FMM2_90.mol,5.290008862382708
FMM2_1.mol,FMM2_91.mol,2.3149392506099584
FMM2_1.mol,FMM2_92.mol,3.254405694396848
FMM2_1.mol,FMM2_93.mol,10.705972755903407
FMM2_1.mol,FMM2_94.mol,4.576618746506631
FMM2_1.mol,FMM2_95.mol,11.227853465755027
FMM2_1.mol,FMM2_96.mol,3.4285895562222803
FMM2_1.mol,FMM2_97.mol,3.407078163852209
FMM2_1.mol,FMM2_98.mol,5.124141137797923
FMM2_1.mol,FMM2_99.mol,14.598705545748217
FMM2_1.mol,FMM2_100.mol,14.216732445810692
FMM2_2.mol,FMM2_3.mol,10.057786126032273
FMM2_2.mol,FMM2_4.mol,12.829605929347002
FMM2_2.mol,FMM2_5.mol,8.741325657882408
FMM2_2.mol,FMM2_6.mol,11.707278154566676
FMM2_2.mol,FMM2_7.mol,10.853306468614937
FMM2_2.mol,FMM2_8.mol,0.37719860671151684
FMM2_2.mol,FMM2_9.mol,10.885411342176932
FMM2_2.mol,FMM2_10.mol,2.452963346157305
FMM2_2.mol,FMM2_11.mol,13.200719193065224
FMM2_2.mol,FMM2_12.mol,1.9328965917827958
FMM2_2.mol,FMM2_13.mol,10.79969338615854
FMM2_2.mol,FMM2_14.mol,13.762206097961684
FMM2_2.mol,FMM2_15.mol,11.285235101050636
FMM2_2.mol,FMM2_16.mol,10.774238923987525
FMM2_2.mol,FMM2_17.mol,7.50959026981086
FMM2_2.mol,FMM2_18.mol,4.655181478237822
FMM2_2.mol,FMM2_19.mol,13.916169322352836
FMM2_2.mol,FMM2_20.mol,12.382632028905837
FMM2_2.mol,FMM2_21.mol,3.4700951861510814
FMM2_2.mol,FMM2_22.mol,14.38959608756058
FMM2_2.mol,FMM2_23.mol,13.14922506505181
FMM2_2.mol,FMM2_24.mol,12.556686301027385
FMM2_2.mol,FMM2_25.mol,12.206271822006126
FMM2_2.mol,FMM2_26.mol,6.559587178516248
FMM2_2.mol,FMM2_27.mol,9.464261554001702
FMM2_2.mol,FMM2_28.mol,14.147938890642612
FMM2_2.mol,FMM2_29.mol,13.861266332010732
FMM2_2.mol,FMM2_30.mol,9.19822326704663
FMM2_2.mol,FMM2_31.mol,7.331779190081817
FMM2_2.mol,FMM2_32.mol,9.820797322002628
FMM2_2.mol,FMM2_33.mol,10.548496044114572
FMM2_2.mol,FMM2_34.mol,6.619090966448247
FMM2_2.mol,FMM2_35.mol,9.092298512666128
FMM2_2.mol,FMM2_36.mol,10.15212113865938
FMM2_2.mol,FMM2_37.mol,5.282225650836053
FMM2_2.mol,FMM2_38.mol,8.092878849911386
FMM2_2.mol,FMM2_39.mol,1.8360440575832766
FMM2_2.mol,FMM2_40.mol,13.353013061677446
FMM2_2.mol,FMM2_41.mol,4.416178500141212
FMM2_2.mol,FMM2_42.mol,5.562883681687528
FMM2_2.mol,FMM2_43.mol,13.290899155714495
FMM2_2.mol,FMM2_44.mol,3.220499139760338
FMM2_2.mol,FMM2_45.mol,11.744177618550324
FMM2_2.mol,FMM2_46.mol,10.31888823552001
FMM2_2.mol,FMM2_47.mol,11.42212019394983
FMM2_2.mol,FMM2_48.mol,9.454589046232451
FMM2_2.mol,FMM2_49.mol,13.20672250701234
FMM2_2.mol,FMM2_50.mol,11.424971068950258
FMM2_2.mol,FMM2_51.mol,12.639061547723916
FMM2_2.mol,FMM2_52.mol,13.647018819277807
FMM2_2.mol,FMM2_53.mol,12.580989510380016
FMM2_2.mol,FMM2_54.mol,8.640839825595995
FMM2_2.mol,FMM2_55.mol,8.274613610962746
FMM2_2.mol,FMM2_56.mol,1.8049588026719794
FMM2_2.mol,FMM2_57.mol,12.763241344548693
FMM2_2.mol,FMM2_58.mol,6.998142654158759
